EmpleadoID,Sector,Fecha,Proyecto,Producto,Inspecciones,NoConformes,UnidadesEntregadas
225,Seguridad,2024-02-13,Planta Eléctrica Loma,Filtro,28,8,84
225,Seguridad,2024-02-20,Oleoducto Andino,Válvula,26,0,130
226,Producción,2024-08-25,Gasoducto Sur,Bomba,21,4,42
226,Producción,2024-02-03,Oleoducto Andino,Válvula,5,1,10
226,Producción,2024-02-23,Gasoducto Sur,Tubería,13,1,26
226,Producción,2024-11-08,Refinería VacaMuerta,Válvula,5,1,20
226,Producción,2024-04-01,Refinería VacaMuerta,Filtro,15,1,30
227,Mantenimiento,2024-07-23,Oleoducto Andino,Filtro,23,5,46
227,Mantenimiento,2024-05-23,Gasoducto Sur,Válvula,22,6,44
228,Logística,2024-06-17,Refinería VacaMuerta,Bomba,17,5,51
228,Logística,2024-07-14,Refinería VacaMuerta,Tanque,18,4,90
228,Logística,2024-11-22,Planta Separadora,Válvula,14,0,42
229,Perforación,2024-07-21,Oleoducto Andino,Tanque,30,0,60
229,Perforación,2024-02-07,Refinería VacaMuerta,Tubería,27,9,135
230,Producción,2024-04-03,Oleoducto Andino,Bomba,7,2,35
230,Producción,2024-08-24,Oleoducto Andino,Filtro,19,6,38
230,Producción,2024-03-01,Oleoducto Andino,Tanque,5,0,20
230,Producción,2024-06-07,Planta Separadora,Válvula,13,2,52
231,Perforación,2024-11-02,Gasoducto Sur,Tanque,30,5,60
231,Perforación,2024-07-17,Oleoducto Andino,Filtro,10,0,30
231,Perforación,2024-12-05,Planta Separadora,Bomba,21,1,42
231,Perforación,2024-05-14,Gasoducto Sur,Filtro,5,0,20
231,Perforación,2024-07-15,Oleoducto Andino,Válvula,8,2,16
232,Logística,2024-05-03,Planta Eléctrica Loma,Tubería,23,2,69
232,Logística,2024-03-03,Refinería VacaMuerta,Bomba,21,3,84
233,Logística,2024-08-23,Oleoducto Andino,Tubería,23,3,92
233,Logística,2024-04-13,Refinería VacaMuerta,Filtro,6,2,30
233,Logística,2024-01-09,Planta Separadora,Tanque,27,5,54
234,Logística,2024-09-02,Gasoducto Sur,Bomba,12,0,24
234,Logística,2024-10-03,Planta Separadora,Filtro,17,5,34
234,Logística,2024-11-02,Planta Eléctrica Loma,Válvula,17,1,68
234,Logística,2024-09-27,Planta Separadora,Tubería,13,2,39
235,Perforación,2024-12-01,Refinería VacaMuerta,Tubería,24,6,120
235,Perforación,2024-04-18,Planta Eléctrica Loma,Válvula,22,4,88
236,Seguridad,2024-01-04,Planta Separadora,Tanque,13,3,26
236,Seguridad,2024-06-10,Gasoducto Sur,Tanque,20,3,40
236,Seguridad,2024-03-17,Refinería VacaMuerta,Filtro,20,4,40
237,Mantenimiento,2024-08-16,Planta Separadora,Bomba,17,2,34
237,Mantenimiento,2024-09-17,Planta Eléctrica Loma,Válvula,14,2,70
237,Mantenimiento,2024-03-21,Planta Separadora,Bomba,21,0,63
238,Logística,2024-11-20,Oleoducto Andino,Válvula,14,2,28
238,Logística,2024-01-28,Gasoducto Sur,Tubería,25,1,50
239,Mantenimiento,2024-09-15,Gasoducto Sur,Tubería,16,4,80
239,Mantenimiento,2024-08-16,Gasoducto Sur,Válvula,14,3,70
240,Logística,2024-01-23,Oleoducto Andino,Filtro,15,3,75
240,Logística,2024-09-26,Refinería VacaMuerta,Filtro,15,4,60
240,Logística,2024-10-10,Refinería VacaMuerta,Tanque,11,3,22
241,Mantenimiento,2024-01-10,Refinería VacaMuerta,Tanque,6,0,18
241,Mantenimiento,2024-11-03,Refinería VacaMuerta,Bomba,5,0,15
242,Seguridad,2024-10-03,Planta Eléctrica Loma,Filtro,26,2,78
242,Seguridad,2024-02-20,Planta Separadora,Filtro,24,8,96
243,Producción,2024-02-12,Oleoducto Andino,Válvula,12,0,60
243,Producción,2024-07-17,Planta Separadora,Tanque,24,7,72
243,Producción,2024-11-18,Planta Separadora,Válvula,21,5,63
243,Producción,2024-09-09,Planta Separadora,Bomba,14,3,70
244,Producción,2024-02-10,Gasoducto Sur,Filtro,11,1,33
244,Producción,2024-01-19,Oleoducto Andino,Válvula,11,3,33
245,Seguridad,2024-06-03,Planta Eléctrica Loma,Filtro,5,0,10
245,Seguridad,2024-10-05,Planta Separadora,Bomba,9,2,36
246,Producción,2024-11-10,Planta Separadora,Tubería,25,4,125
246,Producción,2024-02-04,Planta Separadora,Tubería,18,2,90
246,Producción,2024-06-03,Gasoducto Sur,Tubería,26,8,130
246,Producción,2024-09-06,Oleoducto Andino,Válvula,10,2,50
246,Producción,2024-03-12,Gasoducto Sur,Filtro,18,2,90
247,Seguridad,2024-02-13,Planta Separadora,Tubería,7,1,14
247,Seguridad,2024-06-10,Gasoducto Sur,Bomba,24,8,120
247,Seguridad,2024-01-20,Gasoducto Sur,Válvula,22,3,44
247,Seguridad,2024-03-26,Planta Eléctrica Loma,Bomba,17,3,51
247,Seguridad,2024-05-08,Refinería VacaMuerta,Tanque,18,5,90
248,Perforación,2024-09-21,Planta Separadora,Válvula,18,1,72
248,Perforación,2024-03-14,Oleoducto Andino,Filtro,20,6,80
248,Perforación,2024-02-24,Planta Eléctrica Loma,Filtro,16,1,80
248,Perforación,2024-04-06,Gasoducto Sur,Bomba,6,2,12
249,Producción,2024-11-23,Planta Eléctrica Loma,Tanque,22,3,110
249,Producción,2024-04-08,Oleoducto Andino,Bomba,19,6,38
249,Producción,2024-02-02,Gasoducto Sur,Tubería,25,8,50
249,Producción,2024-07-19,Oleoducto Andino,Válvula,9,2,45
249,Producción,2024-12-28,Gasoducto Sur,Tanque,27,7,135
250,Producción,2024-07-01,Planta Eléctrica Loma,Válvula,17,5,68
250,Producción,2024-02-25,Planta Eléctrica Loma,Tubería,7,2,14
251,Perforación,2024-04-10,Oleoducto Andino,Válvula,30,6,150
251,Perforación,2024-04-04,Refinería VacaMuerta,Bomba,17,2,51
252,Producción,2024-10-03,Oleoducto Andino,Tanque,6,1,18
252,Producción,2024-06-16,Planta Eléctrica Loma,Tubería,16,1,48
253,Logística,2024-08-23,Planta Eléctrica Loma,Filtro,23,1,46
253,Logística,2024-04-14,Refinería VacaMuerta,Tanque,21,1,42
254,Mantenimiento,2024-08-22,Gasoducto Sur,Válvula,21,3,84
254,Mantenimiento,2024-01-17,Planta Eléctrica Loma,Filtro,27,5,81
255,Perforación,2024-10-23,Planta Eléctrica Loma,Bomba,11,3,33
255,Perforación,2024-08-24,Refinería VacaMuerta,Válvula,24,2,96
256,Perforación,2024-10-18,Refinería VacaMuerta,Válvula,6,1,24
256,Perforación,2024-06-16,Oleoducto Andino,Filtro,22,5,88
256,Perforación,2024-09-26,Gasoducto Sur,Válvula,27,5,81
256,Perforación,2024-03-20,Gasoducto Sur,Bomba,23,4,92
256,Perforación,2024-11-24,Oleoducto Andino,Válvula,27,0,54
257,Seguridad,2024-03-12,Gasoducto Sur,Válvula,29,7,58
257,Seguridad,2024-03-04,Planta Eléctrica Loma,Válvula,8,2,16
257,Seguridad,2024-12-26,Refinería VacaMuerta,Filtro,15,2,75
258,Logística,2024-08-23,Planta Eléctrica Loma,Bomba,20,0,80
258,Logística,2024-09-11,Oleoducto Andino,Filtro,27,5,54
258,Logística,2024-06-08,Gasoducto Sur,Válvula,14,0,42
258,Logística,2024-01-05,Oleoducto Andino,Válvula,15,3,60
259,Producción,2024-08-13,Refinería VacaMuerta,Tubería,24,5,120
259,Producción,2024-08-07,Refinería VacaMuerta,Bomba,29,1,116
259,Producción,2024-10-22,Gasoducto Sur,Tubería,24,8,96
259,Producción,2024-04-20,Planta Separadora,Tubería,29,0,145
259,Producción,2024-02-21,Planta Eléctrica Loma,Tubería,24,8,120
260,Seguridad,2024-10-13,Gasoducto Sur,Bomba,14,2,28
260,Seguridad,2024-02-07,Planta Eléctrica Loma,Válvula,11,3,55
260,Seguridad,2024-05-14,Gasoducto Sur,Filtro,7,2,21
261,Mantenimiento,2024-03-22,Planta Eléctrica Loma,Válvula,22,2,44
261,Mantenimiento,2024-02-02,Planta Eléctrica Loma,Filtro,27,8,54
262,Producción,2024-10-22,Gasoducto Sur,Válvula,11,0,44
262,Producción,2024-07-17,Gasoducto Sur,Bomba,29,2,58
262,Producción,2024-01-17,Planta Separadora,Filtro,15,3,45
262,Producción,2024-05-20,Planta Separadora,Tubería,8,2,24
263,Perforación,2024-07-24,Refinería VacaMuerta,Válvula,25,2,100
263,Perforación,2024-06-17,Planta Separadora,Válvula,6,1,30
263,Perforación,2024-08-20,Oleoducto Andino,Filtro,23,5,92
263,Perforación,2024-07-11,Oleoducto Andino,Válvula,9,0,45
264,Perforación,2024-08-03,Planta Eléctrica Loma,Bomba,22,5,88
264,Perforación,2024-12-26,Oleoducto Andino,Tubería,9,2,27
265,Mantenimiento,2024-05-21,Gasoducto Sur,Tubería,15,4,60
265,Mantenimiento,2024-01-14,Gasoducto Sur,Tubería,18,0,90
265,Mantenimiento,2024-07-12,Gasoducto Sur,Tubería,30,3,60
265,Mantenimiento,2024-11-18,Planta Separadora,Bomba,15,2,75
265,Mantenimiento,2024-06-24,Planta Eléctrica Loma,Bomba,5,1,20
266,Perforación,2024-06-19,Planta Eléctrica Loma,Bomba,21,3,105
266,Perforación,2024-06-09,Planta Separadora,Tubería,30,4,60
266,Perforación,2024-09-25,Oleoducto Andino,Tubería,11,2,33
266,Perforación,2024-11-03,Refinería VacaMuerta,Tubería,23,1,92
267,Seguridad,2024-08-17,Planta Eléctrica Loma,Bomba,13,2,39
267,Seguridad,2024-04-25,Oleoducto Andino,Bomba,19,3,76
267,Seguridad,2024-05-06,Oleoducto Andino,Tubería,20,4,100
268,Producción,2024-01-05,Refinería VacaMuerta,Filtro,20,0,80
268,Producción,2024-12-18,Planta Eléctrica Loma,Tubería,30,0,150
268,Producción,2024-04-14,Planta Eléctrica Loma,Válvula,17,5,51
268,Producción,2024-04-11,Refinería VacaMuerta,Válvula,30,10,60
269,Seguridad,2024-01-04,Refinería VacaMuerta,Válvula,29,3,58
269,Seguridad,2024-12-03,Planta Eléctrica Loma,Tubería,13,4,26
269,Seguridad,2024-02-21,Refinería VacaMuerta,Tanque,11,0,33
269,Seguridad,2024-07-13,Refinería VacaMuerta,Tanque,23,2,115
270,Producción,2024-12-15,Refinería VacaMuerta,Válvula,14,2,56
270,Producción,2024-04-17,Oleoducto Andino,Filtro,17,0,85
270,Producción,2024-07-19,Refinería VacaMuerta,Filtro,13,3,52
270,Producción,2024-12-07,Gasoducto Sur,Válvula,29,4,58
270,Producción,2024-01-21,Planta Separadora,Bomba,8,2,32
271,Logística,2024-03-09,Gasoducto Sur,Filtro,5,1,20
271,Logística,2024-05-23,Planta Separadora,Válvula,21,1,105
271,Logística,2024-02-11,Planta Eléctrica Loma,Bomba,22,0,88
271,Logística,2024-09-14,Planta Eléctrica Loma,Válvula,19,0,76
271,Logística,2024-03-01,Refinería VacaMuerta,Tanque,19,5,95
272,Producción,2024-12-27,Oleoducto Andino,Tanque,10,1,30
272,Producción,2024-08-27,Planta Eléctrica Loma,Tubería,21,7,84
272,Producción,2024-03-08,Gasoducto Sur,Bomba,5,1,25
272,Producción,2024-08-01,Planta Separadora,Tanque,14,4,56
272,Producción,2024-04-26,Oleoducto Andino,Válvula,24,1,48
273,Perforación,2024-05-24,Planta Eléctrica Loma,Válvula,16,5,32
273,Perforación,2024-05-16,Gasoducto Sur,Tubería,23,0,69
273,Perforación,2024-02-05,Planta Separadora,Válvula,8,0,16
273,Perforación,2024-09-13,Refinería VacaMuerta,Tanque,7,2,35
273,Perforación,2024-08-16,Planta Separadora,Válvula,30,0,90
274,Logística,2024-09-28,Oleoducto Andino,Tubería,7,0,28
274,Logística,2024-08-01,Refinería VacaMuerta,Tanque,19,0,95
274,Logística,2024-05-17,Refinería VacaMuerta,Filtro,22,2,66
275,Producción,2024-05-04,Planta Separadora,Tanque,15,3,60
275,Producción,2024-11-16,Gasoducto Sur,Válvula,8,2,16
275,Producción,2024-11-25,Oleoducto Andino,Filtro,9,3,27
276,Seguridad,2024-02-12,Refinería VacaMuerta,Válvula,25,6,125
276,Seguridad,2024-01-15,Planta Separadora,Tubería,16,2,64
276,Seguridad,2024-09-12,Refinería VacaMuerta,Bomba,9,1,27
276,Seguridad,2024-09-11,Planta Separadora,Filtro,18,2,36
276,Seguridad,2024-06-12,Oleoducto Andino,Bomba,15,4,30
277,Producción,2024-10-15,Oleoducto Andino,Bomba,8,1,32
277,Producción,2024-02-13,Oleoducto Andino,Tubería,12,4,24
277,Producción,2024-04-23,Gasoducto Sur,Tubería,16,0,32
277,Producción,2024-01-19,Oleoducto Andino,Tanque,8,2,24
277,Producción,2024-01-11,Gasoducto Sur,Tanque,14,1,42
278,Logística,2024-05-18,Refinería VacaMuerta,Tanque,27,7,54
278,Logística,2024-09-28,Planta Separadora,Bomba,14,4,70
278,Logística,2024-09-23,Planta Separadora,Tanque,12,3,24
279,Logística,2024-12-06,Planta Separadora,Filtro,8,2,40
279,Logística,2024-04-06,Gasoducto Sur,Tubería,9,2,36
279,Logística,2024-02-07,Planta Separadora,Filtro,10,1,30
280,Perforación,2024-04-07,Refinería VacaMuerta,Filtro,17,0,68
280,Perforación,2024-04-08,Oleoducto Andino,Tubería,25,1,125
280,Perforación,2024-03-04,Gasoducto Sur,Tubería,11,3,22
280,Perforación,2024-07-07,Planta Separadora,Tanque,30,4,120
280,Perforación,2024-06-07,Refinería VacaMuerta,Válvula,28,9,84
281,Mantenimiento,2024-09-15,Gasoducto Sur,Válvula,26,7,104
281,Mantenimiento,2024-10-05,Gasoducto Sur,Bomba,27,3,54
281,Mantenimiento,2024-11-13,Oleoducto Andino,Válvula,22,7,44
281,Mantenimiento,2024-05-01,Planta Eléctrica Loma,Bomba,8,1,16
282,Producción,2024-05-22,Gasoducto Sur,Tubería,19,1,38
282,Producción,2024-03-12,Refinería VacaMuerta,Válvula,19,1,38
283,Perforación,2024-10-15,Planta Separadora,Tubería,6,0,12
283,Perforación,2024-03-28,Oleoducto Andino,Filtro,14,4,70
283,Perforación,2024-08-24,Planta Separadora,Tubería,17,0,51
283,Perforación,2024-11-19,Refinería VacaMuerta,Tanque,17,5,68
284,Producción,2024-09-02,Refinería VacaMuerta,Bomba,27,2,81
284,Producción,2024-10-11,Planta Eléctrica Loma,Filtro,22,7,44
284,Producción,2024-08-16,Planta Eléctrica Loma,Bomba,29,3,116
285,Perforación,2024-02-26,Planta Eléctrica Loma,Filtro,23,0,46
285,Perforación,2024-03-18,Refinería VacaMuerta,Válvula,16,2,64
286,Perforación,2024-07-20,Planta Eléctrica Loma,Válvula,23,3,115
286,Perforación,2024-06-19,Planta Separadora,Tubería,8,1,40
286,Perforación,2024-02-20,Planta Separadora,Bomba,24,8,96
286,Perforación,2024-08-15,Gasoducto Sur,Filtro,10,3,40
286,Perforación,2024-11-20,Planta Separadora,Válvula,12,4,36
287,Producción,2024-01-22,Gasoducto Sur,Filtro,20,6,80
287,Producción,2024-12-01,Oleoducto Andino,Filtro,7,2,14
288,Seguridad,2024-02-05,Planta Eléctrica Loma,Válvula,24,8,120
288,Seguridad,2024-08-06,Planta Eléctrica Loma,Tubería,8,2,40
288,Seguridad,2024-04-26,Refinería VacaMuerta,Filtro,25,0,75
289,Logística,2024-12-05,Planta Eléctrica Loma,Tubería,22,2,66
289,Logística,2024-01-16,Refinería VacaMuerta,Válvula,28,0,84
290,Perforación,2024-03-10,Oleoducto Andino,Tanque,18,2,72
290,Perforación,2024-09-20,Planta Eléctrica Loma,Tanque,28,1,112
290,Perforación,2024-06-19,Planta Eléctrica Loma,Tubería,14,3,70
290,Perforación,2024-04-25,Planta Eléctrica Loma,Tanque,12,2,36
291,Mantenimiento,2024-12-28,Planta Eléctrica Loma,Válvula,17,5,68
291,Mantenimiento,2024-05-13,Planta Separadora,Tanque,24,6,72
292,Perforación,2024-11-02,Planta Separadora,Tubería,6,0,18
292,Perforación,2024-05-18,Oleoducto Andino,Tubería,21,6,63
292,Perforación,2024-05-11,Refinería VacaMuerta,Tanque,6,1,30
292,Perforación,2024-11-11,Planta Eléctrica Loma,Válvula,23,1,115
293,Mantenimiento,2024-07-17,Planta Eléctrica Loma,Filtro,15,4,60
293,Mantenimiento,2024-06-06,Refinería VacaMuerta,Bomba,17,1,51
294,Mantenimiento,2024-03-02,Refinería VacaMuerta,Filtro,24,4,120
294,Mantenimiento,2024-03-10,Gasoducto Sur,Tubería,7,0,14
294,Mantenimiento,2024-04-07,Planta Separadora,Bomba,7,0,14
294,Mantenimiento,2024-07-05,Planta Separadora,Filtro,10,3,40
295,Perforación,2024-10-24,Oleoducto Andino,Filtro,14,1,42
295,Perforación,2024-02-08,Refinería VacaMuerta,Tanque,29,5,87
295,Perforación,2024-05-01,Refinería VacaMuerta,Filtro,17,2,68
295,Perforación,2024-06-17,Gasoducto Sur,Tubería,23,6,92
296,Logística,2024-09-02,Gasoducto Sur,Filtro,23,1,46
296,Logística,2024-10-14,Gasoducto Sur,Tubería,21,4,42
296,Logística,2024-08-21,Planta Separadora,Tubería,18,0,72
296,Logística,2024-01-13,Gasoducto Sur,Tanque,23,1,46
296,Logística,2024-03-07,Oleoducto Andino,Tubería,22,2,110
297,Seguridad,2024-01-10,Planta Separadora,Bomba,24,5,72
297,Seguridad,2024-07-20,Refinería VacaMuerta,Bomba,13,2,65
297,Seguridad,2024-02-27,Planta Separadora,Filtro,18,6,54
297,Seguridad,2024-06-17,Refinería VacaMuerta,Tanque,10,3,50
298,Perforación,2024-04-15,Planta Separadora,Bomba,14,1,70
298,Perforación,2024-10-01,Planta Separadora,Bomba,23,3,92
298,Perforación,2024-07-19,Planta Separadora,Bomba,26,6,104
298,Perforación,2024-02-23,Gasoducto Sur,Tubería,21,3,63
298,Perforación,2024-12-11,Planta Separadora,Tubería,14,4,42
299,Producción,2024-10-02,Planta Eléctrica Loma,Filtro,17,3,68
299,Producción,2024-01-01,Planta Eléctrica Loma,Bomba,30,10,150
300,Mantenimiento,2024-11-06,Planta Eléctrica Loma,Válvula,20,2,80
300,Mantenimiento,2024-12-16,Oleoducto Andino,Tubería,7,0,14
300,Mantenimiento,2024-11-21,Gasoducto Sur,Filtro,18,2,54
300,Mantenimiento,2024-05-19,Oleoducto Andino,Tanque,25,5,100
300,Mantenimiento,2024-07-28,Gasoducto Sur,Bomba,15,1,75
301,Logística,2024-01-23,Gasoducto Sur,Filtro,25,8,50
301,Logística,2024-12-06,Oleoducto Andino,Tanque,15,5,30
301,Logística,2024-02-16,Oleoducto Andino,Tanque,28,2,112
301,Logística,2024-07-17,Refinería VacaMuerta,Tubería,27,5,54
301,Logística,2024-08-12,Refinería VacaMuerta,Tubería,7,2,35
302,Perforación,2024-05-28,Planta Separadora,Tanque,27,2,135
302,Perforación,2024-06-05,Oleoducto Andino,Válvula,27,4,135
302,Perforación,2024-10-08,Oleoducto Andino,Válvula,16,5,32
303,Perforación,2024-11-21,Refinería VacaMuerta,Válvula,14,0,56
303,Perforación,2024-05-27,Gasoducto Sur,Filtro,6,1,12
303,Perforación,2024-02-12,Refinería VacaMuerta,Tubería,21,4,84
304,Mantenimiento,2024-04-23,Gasoducto Sur,Válvula,26,3,130
304,Mantenimiento,2024-11-17,Planta Separadora,Tubería,25,4,125
304,Mantenimiento,2024-01-22,Refinería VacaMuerta,Tanque,26,2,130
305,Seguridad,2024-07-28,Oleoducto Andino,Tubería,15,3,30
305,Seguridad,2024-02-09,Oleoducto Andino,Válvula,7,2,14
306,Logística,2024-04-22,Refinería VacaMuerta,Tubería,5,1,10
306,Logística,2024-08-17,Planta Eléctrica Loma,Válvula,15,4,45
306,Logística,2024-06-10,Planta Separadora,Tanque,6,2,12
307,Seguridad,2024-06-17,Planta Separadora,Tubería,28,7,84
307,Seguridad,2024-12-11,Planta Separadora,Bomba,26,6,104
307,Seguridad,2024-04-26,Planta Separadora,Bomba,21,5,105
308,Logística,2024-01-22,Oleoducto Andino,Tubería,9,1,18
308,Logística,2024-12-27,Oleoducto Andino,Válvula,22,4,44
308,Logística,2024-06-23,Refinería VacaMuerta,Filtro,21,1,42
309,Perforación,2024-10-02,Planta Eléctrica Loma,Bomba,24,8,120
309,Perforación,2024-02-02,Oleoducto Andino,Válvula,13,2,65
309,Perforación,2024-08-08,Planta Eléctrica Loma,Bomba,11,3,22
310,Seguridad,2024-07-10,Planta Eléctrica Loma,Filtro,22,7,88
310,Seguridad,2024-12-04,Refinería VacaMuerta,Válvula,6,1,12
311,Seguridad,2024-10-04,Refinería VacaMuerta,Bomba,21,3,105
311,Seguridad,2024-02-07,Gasoducto Sur,Tanque,15,2,60
312,Logística,2024-04-04,Oleoducto Andino,Tanque,30,3,150
312,Logística,2024-05-12,Gasoducto Sur,Válvula,10,0,50
312,Logística,2024-09-22,Planta Eléctrica Loma,Tanque,5,0,15
313,Perforación,2024-11-27,Refinería VacaMuerta,Bomba,28,3,56
313,Perforación,2024-04-09,Refinería VacaMuerta,Válvula,7,1,35
314,Perforación,2024-12-17,Oleoducto Andino,Tanque,17,5,85
314,Perforación,2024-09-20,Planta Eléctrica Loma,Válvula,25,4,75
314,Perforación,2024-06-27,Oleoducto Andino,Bomba,17,2,34
315,Mantenimiento,2024-08-01,Refinería VacaMuerta,Tubería,28,8,112
315,Mantenimiento,2024-09-11,Planta Separadora,Válvula,14,0,56
315,Mantenimiento,2024-09-06,Planta Eléctrica Loma,Filtro,21,4,42
315,Mantenimiento,2024-06-28,Refinería VacaMuerta,Bomba,18,1,72
315,Mantenimiento,2024-06-21,Planta Separadora,Válvula,5,1,15
316,Mantenimiento,2024-09-10,Gasoducto Sur,Tanque,6,0,12
316,Mantenimiento,2024-03-28,Refinería VacaMuerta,Filtro,11,1,55
316,Mantenimiento,2024-07-24,Refinería VacaMuerta,Bomba,23,7,69
316,Mantenimiento,2024-08-03,Refinería VacaMuerta,Válvula,19,1,76
317,Perforación,2024-08-01,Planta Separadora,Bomba,5,0,10
317,Perforación,2024-12-15,Planta Eléctrica Loma,Bomba,12,1,36
317,Perforación,2024-02-16,Planta Eléctrica Loma,Bomba,18,1,72
318,Perforación,2024-01-28,Planta Eléctrica Loma,Bomba,25,7,100
318,Perforación,2024-02-09,Planta Separadora,Válvula,11,1,22
318,Perforación,2024-04-09,Refinería VacaMuerta,Bomba,24,2,120
319,Perforación,2024-05-19,Oleoducto Andino,Válvula,24,7,120
319,Perforación,2024-04-04,Oleoducto Andino,Tanque,14,1,56
320,Perforación,2024-04-06,Planta Separadora,Tubería,5,1,10
320,Perforación,2024-03-14,Refinería VacaMuerta,Válvula,13,3,65
321,Logística,2024-01-28,Planta Separadora,Filtro,19,4,95
321,Logística,2024-11-27,Planta Eléctrica Loma,Tanque,27,3,108
321,Logística,2024-02-25,Refinería VacaMuerta,Válvula,10,0,20
321,Logística,2024-02-05,Refinería VacaMuerta,Tubería,23,1,69
321,Logística,2024-07-08,Planta Eléctrica Loma,Filtro,11,1,55
322,Seguridad,2024-03-03,Planta Eléctrica Loma,Tubería,5,0,20
322,Seguridad,2024-10-03,Oleoducto Andino,Tubería,30,3,120
322,Seguridad,2024-08-28,Oleoducto Andino,Tubería,14,2,28
322,Seguridad,2024-03-03,Planta Separadora,Filtro,10,2,40
323,Perforación,2024-08-17,Refinería VacaMuerta,Tubería,29,7,116
323,Perforación,2024-11-12,Planta Eléctrica Loma,Tanque,28,4,112
324,Producción,2024-05-14,Refinería VacaMuerta,Tubería,25,5,100
324,Producción,2024-07-03,Planta Separadora,Tanque,13,1,39
325,Mantenimiento,2024-09-19,Planta Separadora,Filtro,5,1,10
325,Mantenimiento,2024-04-01,Planta Eléctrica Loma,Válvula,10,2,30
326,Producción,2024-11-26,Planta Eléctrica Loma,Tanque,9,3,27
326,Producción,2024-06-21,Planta Separadora,Filtro,23,7,115
326,Producción,2024-11-24,Planta Separadora,Filtro,23,0,46
326,Producción,2024-09-15,Gasoducto Sur,Tubería,11,0,55
327,Mantenimiento,2024-09-06,Planta Eléctrica Loma,Tubería,9,3,27
327,Mantenimiento,2024-05-02,Oleoducto Andino,Tanque,17,2,85
327,Mantenimiento,2024-08-06,Refinería VacaMuerta,Tubería,17,4,85
327,Mantenimiento,2024-06-13,Oleoducto Andino,Tanque,8,0,40
327,Mantenimiento,2024-07-21,Gasoducto Sur,Filtro,15,5,75
328,Producción,2024-04-24,Gasoducto Sur,Filtro,21,6,42
328,Producción,2024-08-22,Planta Eléctrica Loma,Válvula,22,5,110
328,Producción,2024-04-19,Planta Eléctrica Loma,Tubería,18,6,72
329,Seguridad,2024-03-14,Gasoducto Sur,Tubería,22,7,66
329,Seguridad,2024-07-16,Gasoducto Sur,Tubería,23,7,92
329,Seguridad,2024-02-27,Planta Separadora,Tubería,23,0,69
330,Perforación,2024-09-21,Planta Separadora,Filtro,30,5,90
330,Perforación,2024-09-08,Gasoducto Sur,Bomba,29,8,87
331,Logística,2024-10-04,Planta Separadora,Válvula,11,2,44
331,Logística,2024-01-07,Gasoducto Sur,Bomba,27,3,135
331,Logística,2024-09-18,Refinería VacaMuerta,Válvula,13,2,52
331,Logística,2024-03-11,Planta Eléctrica Loma,Bomba,22,1,44
331,Logística,2024-11-24,Planta Eléctrica Loma,Filtro,5,1,20
332,Mantenimiento,2024-05-10,Oleoducto Andino,Filtro,16,4,64
332,Mantenimiento,2024-12-15,Refinería VacaMuerta,Tanque,19,0,57
332,Mantenimiento,2024-07-26,Oleoducto Andino,Filtro,21,4,105
332,Mantenimiento,2024-02-19,Planta Eléctrica Loma,Bomba,5,1,25
332,Mantenimiento,2024-07-17,Planta Eléctrica Loma,Bomba,28,7,112
333,Producción,2024-10-20,Refinería VacaMuerta,Tanque,19,0,76
333,Producción,2024-11-16,Planta Eléctrica Loma,Bomba,24,1,96
333,Producción,2024-10-16,Refinería VacaMuerta,Bomba,5,1,25
333,Producción,2024-02-13,Planta Eléctrica Loma,Filtro,29,0,58
333,Producción,2024-04-21,Gasoducto Sur,Tubería,5,1,10
334,Mantenimiento,2024-10-11,Oleoducto Andino,Tanque,14,4,28
334,Mantenimiento,2024-02-19,Refinería VacaMuerta,Bomba,12,1,36
334,Mantenimiento,2024-10-03,Gasoducto Sur,Válvula,22,0,44
334,Mantenimiento,2024-06-07,Planta Separadora,Bomba,8,1,40
334,Mantenimiento,2024-02-10,Oleoducto Andino,Bomba,14,0,56
335,Mantenimiento,2024-11-13,Oleoducto Andino,Tanque,7,1,14
335,Mantenimiento,2024-04-04,Oleoducto Andino,Tanque,19,2,57
335,Mantenimiento,2024-06-14,Oleoducto Andino,Bomba,23,2,46
335,Mantenimiento,2024-09-20,Gasoducto Sur,Bomba,9,3,45
336,Seguridad,2024-06-08,Oleoducto Andino,Filtro,7,2,28
336,Seguridad,2024-08-02,Planta Separadora,Válvula,15,1,60
336,Seguridad,2024-11-14,Planta Separadora,Tanque,21,4,105
336,Seguridad,2024-07-04,Planta Separadora,Válvula,14,4,42
336,Seguridad,2024-09-09,Refinería VacaMuerta,Bomba,14,0,28
337,Producción,2024-04-17,Oleoducto Andino,Bomba,12,1,60
337,Producción,2024-08-10,Planta Eléctrica Loma,Bomba,29,3,116
338,Logística,2024-09-12,Planta Separadora,Filtro,23,4,115
338,Logística,2024-10-25,Planta Separadora,Filtro,12,4,24
338,Logística,2024-12-19,Oleoducto Andino,Bomba,30,5,60
339,Perforación,2024-11-26,Oleoducto Andino,Bomba,13,0,52
339,Perforación,2024-10-09,Planta Separadora,Válvula,20,5,100
339,Perforación,2024-08-11,Gasoducto Sur,Tubería,21,6,42
340,Seguridad,2024-11-05,Planta Separadora,Tanque,9,0,18
340,Seguridad,2024-05-25,Oleoducto Andino,Tanque,28,5,112
341,Perforación,2024-02-25,Gasoducto Sur,Tubería,21,7,63
